Id,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,TotRmsAbvGrd,GarageArea,MiscVal,YrSold,SalePrice,Is_above_med
1278,17871,5,1967,1976,1680,1724,7,480,0,2009,197900,0
1279,9473,5,2002,2002,1128,2031,7,577,0,2008,237000,0
1280,7500,4,1920,1950,698,1128,6,528,0,2010,68400,0
1281,9808,5,2002,2002,1573,1573,6,544,0,2009,227000,0
1282,8049,5,1990,1990,1309,1339,6,484,0,2006,180000,0
1283,8800,7,1977,2008,1040,1040,5,484,0,2009,150500,0
1284,9400,5,1971,1971,912,1824,8,0,0,2010,139000,0
1285,9638,7,1919,1990,804,2447,10,336,0,2010,169000,0
1286,6000,6,1939,1950,780,1412,6,280,0,2009,132500,0
1287,9790,5,1963,1963,1328,1328,6,528,0,2010,143000,0
1288,36500,5,1964,1964,1624,1582,7,390,0,2006,190000,0
1289,5664,5,2000,2000,1501,1659,5,499,0,2009,278000,1
1290,11065,5,2006,2006,1085,1970,8,753,0,2006,281000,1
1291,14112,7,1964,1964,1152,1152,6,484,0,2010,180500,0
1292,1680,7,1972,1972,630,1302,6,264,0,2009,119500,0
1293,6600,4,1892,1965,994,2372,11,432,0,2009,107500,0
1294,10140,5,1976,1976,832,1664,8,528,0,2006,162900,0
1295,8172,7,1955,1990,864,864,5,572,0,2006,115000,0
1296,8400,5,1968,1968,1052,1052,5,288,0,2006,138500,0
1297,8700,6,1963,1963,1120,1128,6,525,0,2008,155000,0
1298,3675,5,2005,2006,547,1072,5,525,0,2006,140000,0
1299,63887,5,2008,2008,6110,5642,12,1418,0,2008,160000,0
1300,7500,7,1959,1994,1246,1246,6,305,0,2010,154000,0
1301,10762,5,1999,1999,978,1983,9,490,0,2009,225000,0
1302,7500,7,1942,1950,771,1494,7,213,0,2009,177500,0
1303,10120,5,1994,1994,1165,2526,8,844,0,2006,290000,1
1304,8688,5,2005,2005,1616,1616,7,834,0,2006,232000,0
1305,3363,5,2004,2004,976,1708,7,380,0,2006,130000,0
1306,13173,5,2006,2007,1652,1652,6,840,0,2009,325000,1
1307,6955,5,2005,2006,1368,1368,6,474,0,2006,202500,0
1308,8072,5,1994,1995,990,990,5,480,0,2009,138000,0
1309,12000,7,1948,2005,924,1122,6,528,0,2008,147000,0
1310,7153,5,1991,1991,1278,1294,6,496,0,2008,179200,0
1311,17500,8,1959,2002,1902,1902,7,567,0,2010,335000,1
1312,8814,5,2005,2007,1274,1274,6,508,0,2007,203000,0
1313,9572,5,1990,1990,1453,2810,9,750,0,2007,302000,1
1314,14774,5,1999,1999,1393,2599,10,779,0,2010,333168,1
1315,8190,6,1954,1954,948,948,5,280,0,2007,119000,0
1316,11075,5,1969,1969,952,2112,9,576,0,2008,206900,0
1317,10226,5,2008,2008,1622,1630,8,860,0,2009,295493,1
1318,4230,5,2006,2007,1352,1352,5,466,0,2007,208900,0
1319,14781,5,2001,2002,1753,1787,7,748,0,2006,275000,1
1320,10215,5,1954,1954,864,948,5,248,0,2007,111000,0
1321,8400,3,1957,1957,1478,1478,6,442,0,2009,156500,0
1322,6627,6,1949,1950,0,720,4,287,0,2008,72500,0
1323,10186,5,1992,1992,750,1923,8,564,0,2010,190000,0
1324,5330,7,1940,1950,420,708,5,0,0,2009,82500,0
1325,9986,5,2006,2007,1795,1795,7,895,0,2007,147000,0
1326,3636,4,1922,1950,796,796,5,0,0,2008,55000,0
1327,4270,6,1931,2006,544,774,6,0,0,2007,79000,0
1328,6600,9,1982,2008,816,816,5,264,0,2008,130500,0
1329,10440,7,1920,1950,1510,2792,8,520,1150,2008,256000,1
1330,9084,5,1998,1998,935,1632,8,462,0,2006,176500,0
1331,10000,5,2006,2006,1588,1588,7,825,0,2007,227000,0
1332,10780,5,1976,1976,911,954,6,576,0,2006,132500,0
1333,8877,6,1938,1958,816,816,3,288,0,2009,100000,0
1334,7200,6,1938,1995,803,1360,6,297,0,2006,125500,0
1335,2368,6,1970,1970,765,1365,7,440,0,2009,125000,0
1336,9650,5,1977,1977,1350,1334,6,630,0,2009,167900,0
1337,9246,5,1973,1973,1656,1656,8,506,0,2008,135000,0
1338,4118,4,1941,1950,693,693,4,0,0,2006,52500,0
1339,13450,5,2002,2002,916,1861,8,492,0,2006,200000,0
1340,9560,7,1972,1972,864,864,5,288,0,2006,128500,0
1341,8294,5,1971,1971,858,872,5,480,0,2007,123000,0
1342,13695,5,2003,2004,1114,1114,6,576,0,2008,155000,0
1343,9375,5,2002,2002,1284,2169,7,647,0,2007,228500,0
1344,7558,6,1928,1950,896,1913,9,342,0,2009,177000,0
1345,11103,5,2006,2006,728,1456,8,440,0,2007,155835,0
1346,6000,4,1920,1950,960,960,5,308,0,2007,108500,0
1347,20781,7,1968,2003,1568,2156,9,508,0,2006,262500,1
1348,15306,5,2006,2007,1732,1776,7,712,0,2007,283463,1
1349,16196,5,1998,1998,1482,1494,5,514,0,2007,215000,0
1350,5250,5,1872,1987,684,2358,8,0,0,2008,122000,0
1351,11643,5,1969,1969,1248,2634,12,968,0,2009,200000,0
1352,9247,6,1962,1962,858,1716,8,490,0,2008,171000,0
1353,6000,9,1937,2000,698,1176,4,624,0,2009,134900,0
1354,14720,5,1995,1996,2033,3238,9,666,0,2010,410000,1
1355,10316,5,2000,2000,992,1865,7,839,0,2008,235000,0
1356,10192,6,1968,1992,570,1920,8,487,0,2006,170000,0
1357,9477,5,1966,1966,864,892,5,264,0,2008,110000,0
1358,12537,6,1971,2008,1078,1078,6,500,0,2010,149900,0
1359,2117,5,2000,2000,756,1573,5,440,0,2010,177500,0
1360,16737,5,2004,2005,1980,1980,8,770,0,2006,315000,1
1361,9842,6,1921,1998,612,2601,8,621,0,2008,189000,0
1362,16158,5,2005,2005,1530,1530,7,430,0,2009,260000,1
1363,12513,4,1920,2007,715,1738,7,368,0,2009,104900,0
1364,8499,5,2006,2007,616,1412,6,432,0,2007,156932,0
1365,3180,5,2005,2005,600,1200,4,480,0,2006,144152,0
1366,7500,5,2000,2000,814,1674,7,663,0,2010,216000,0
1367,9179,5,1999,1999,873,1790,7,588,0,2008,193000,0
1368,2665,6,1977,1977,757,1475,6,336,0,2006,127000,0
1369,4435,5,2003,2004,848,848,4,420,0,2009,144000,0
1370,10635,5,2003,2003,1657,1668,8,502,0,2010,232000,0
1371,5400,6,1920,1950,840,1374,6,338,0,2009,105000,0
1372,9600,6,1955,1996,992,1661,8,377,0,2008,165500,0
1373,9750,6,1998,1998,1108,2097,8,583,0,2006,274300,1
1374,11400,5,2001,2002,2633,2633,8,804,0,2007,466500,1
1375,10625,5,2005,2005,1026,1958,9,936,0,2008,250000,1
1376,10991,5,2007,2007,1571,1571,7,722,0,2007,239000,0
1377,6292,5,1930,1950,768,790,4,160,0,2008,91000,0
1378,10998,5,1941,1960,984,1604,6,660,0,2009,117000,0
1379,1953,5,1973,1973,483,987,5,264,0,2006,83000,0
1380,9735,5,2006,2007,384,1394,7,400,0,2008,167500,0
1381,8212,3,1914,1950,864,864,5,200,0,2010,58500,0
1382,12925,7,1970,1970,1205,2117,7,550,0,2008,237500,0
1383,7200,7,1920,1950,596,1762,8,576,0,2006,157000,0
1384,25339,7,1918,2007,816,1416,7,576,0,2007,112000,0
1385,9060,5,1939,1950,560,1258,6,280,0,2009,105000,0
1386,5436,8,1922,2007,796,1154,7,240,0,2010,125500,0
1387,16692,5,1978,1978,1392,2784,12,564,2000,2006,250000,1
1388,8520,7,1916,1950,714,2526,10,216,0,2007,136000,0
1389,14892,5,2006,2007,1746,1746,7,758,0,2009,377500,1
1390,6000,6,1941,1950,735,1218,6,440,0,2007,131000,0
1391,9100,5,2000,2000,1525,1525,6,541,0,2006,235000,0
1392,8944,5,1967,1967,1584,1584,8,792,0,2009,124000,0
1393,7838,5,1967,1967,864,900,6,288,0,2006,123000,0
1394,10800,7,1905,2000,482,1912,7,672,0,2008,163000,0
1395,4045,5,2006,2006,1356,1500,6,648,0,2006,246578,0
1396,12665,5,2005,2006,1094,2482,9,642,0,2007,281213,1
1397,57200,5,1948,1950,747,1687,7,572,0,2010,160000,0
1398,6120,8,1920,2004,939,1513,8,180,0,2007,137500,0
1399,7200,4,1950,1982,1208,1904,7,240,0,2009,138000,0
1400,6171,6,1925,1990,976,1608,7,216,0,2009,137450,0
1401,6000,7,1929,1950,862,1158,5,208,0,2008,120000,0
1402,7415,5,2004,2004,839,1593,8,398,0,2008,193000,0
1403,6762,5,2006,2006,1286,1294,6,662,0,2006,193879,0
1404,15256,5,2007,2007,1485,1464,6,754,0,2007,282922,1
1405,10410,4,1915,1950,672,1214,6,936,0,2006,105000,0
1406,3842,5,2004,2005,1594,1646,5,482,0,2008,275000,1
1407,8445,7,1972,2007,768,768,5,396,0,2009,133000,0
1408,8780,5,1985,1985,833,833,5,0,0,2009,112000,0
1409,7740,7,1910,1950,622,1363,6,528,0,2010,125500,0
1410,20544,6,1986,1991,791,2093,7,542,0,2008,215000,0
1411,12420,5,2001,2001,944,1840,6,622,0,2009,230000,0
1412,9600,8,1950,2005,856,1668,6,271,0,2009,140000,0
1413,7200,5,1949,1950,0,1040,6,420,0,2009,90000,0
1414,10994,5,2005,2006,1844,1844,7,620,0,2009,257000,1
1415,13053,7,1923,2000,833,1848,8,370,0,2008,207000,0
1416,3635,5,2007,2007,1386,1569,7,660,0,2009,175900,0
1417,11340,6,1885,1950,777,2290,11,560,0,2010,122500,0
1418,16545,5,1998,1998,1284,2450,7,1069,0,2009,340000,1
1419,9204,5,1963,1963,1144,1144,6,336,0,2008,124000,0
1420,16381,5,1969,1969,1844,1844,7,540,0,2006,223000,0
1421,11700,6,1968,1968,708,1416,7,776,0,2006,179900,0
1422,4043,5,1977,1977,1069,1069,4,440,0,2010,127500,0
1423,4435,5,2003,2003,848,848,3,420,0,2008,136500,0
1424,19690,7,1966,1966,697,2201,8,432,0,2006,274970,1
1425,9503,5,1958,1983,1024,1344,6,484,0,2007,144000,0
1426,10721,6,1959,1959,1252,1252,7,528,0,2008,142000,0
1427,10944,5,1994,1994,1223,2127,5,525,0,2008,271000,1
1428,10930,6,1945,1950,913,1558,6,288,0,2008,140000,0
1429,7200,7,1940,1992,788,804,4,240,0,2010,119000,0
1430,12546,7,1981,1981,1440,1440,7,467,0,2007,182900,0
1431,21930,5,2005,2005,732,1838,7,372,0,2006,192140,0
1432,4928,6,1976,1976,958,958,5,440,0,2009,143750,0
1433,10800,6,1927,2007,656,968,5,216,0,2007,64500,0
1434,10261,5,2000,2000,936,1792,8,451,0,2008,186500,0
1435,17400,5,1977,1977,1126,1126,5,484,0,2006,160000,0
1436,8400,9,1962,2005,1319,1537,7,462,0,2008,174000,0
1437,9000,6,1971,1971,864,864,5,528,0,2007,120500,0
1438,12444,5,2008,2008,1932,1932,7,774,0,2008,394617,1
1439,7407,7,1957,1996,912,1236,6,923,0,2010,149700,0
1440,11584,6,1979,1979,539,1725,6,550,0,2007,197000,0
1441,11526,7,1922,1994,588,2555,11,672,0,2008,191000,0
1442,4426,5,2004,2004,848,848,3,420,0,2008,149300,0
1443,11003,5,2008,2008,1017,2007,10,812,0,2009,310000,1
1444,8854,6,1916,1950,952,952,4,192,0,2009,121000,0
1445,8500,5,2004,2004,1422,1422,7,626,0,2007,179600,0
1446,8400,5,1966,1966,814,913,6,240,0,2007,129000,0
1447,26142,7,1962,1962,1188,1188,6,312,0,2010,157900,0
1448,10000,5,1995,1996,1220,2090,8,556,0,2007,240000,0
1449,11767,7,1910,2000,560,1346,6,384,0,2007,112000,0
1450,1533,7,1970,1970,630,630,3,0,0,2006,92000,0
1451,9000,5,1974,1974,896,1792,8,0,0,2009,136000,0
1452,9262,5,2008,2009,1573,1578,7,840,0,2009,287090,1
1453,3675,5,2005,2005,547,1072,5,525,0,2006,145000,0
1454,17217,5,2006,2006,1140,1140,6,0,0,2006,84500,0
1455,7500,5,2004,2005,1221,1221,6,400,0,2009,185000,0
1456,7917,5,1999,2000,953,1647,7,460,0,2007,175000,0
1457,13175,6,1978,1988,1542,2073,7,500,0,2010,210000,0
1458,9042,9,1941,2006,1152,2340,9,252,2500,2010,266500,1
1459,9717,6,1950,1996,1078,1078,5,240,0,2010,142125,0
1460,9937,6,1965,1965,1256,1256,6,276,0,2008,147500,0
